id,output
3424,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pineapple ) (TOPPING bacon ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3425,(ORDER (PIZZAORDER (NUMBER three ) (SIZE medium ) (TOPPING onion ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING sauce ) ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE coke ) (CONTAINERTYPE can ) ) )
3426,(ORDER (PIZZAORDER (NUMBER three ) (TOPPING bacon ) (TOPPING tuna ) (NOT (TOPPING pepperoni ) ) ) )
3427,(ORDER (PIZZAORDER (NUMBER three ) (SIZE small ) (TOPPING sausage ) ) (DRINKORDER (NUMBER three ) (DRINKTYPE coke ) (CONTAINERTYPE bottle ) ) )
3428,(ORDER )
3429,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE thin crust ) (TOPPING pesto ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3430,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING bacon ) (TOPPING pesto ) (NOT (TOPPING sausage ) ) ) )
3431,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING onion ) (TOPPING ham ) (NOT (TOPPING tuna ) ) ) )
3432,(ORDER (PIZZAORDER (NUMBER an ) (SIZE medium ) (STYLE big meat ) ) (DRINKORDER (NUMBER one ) (SIZE large ) (DRINKTYPE sprite ) ) (DRINKORDER (NUMBER one ) (SIZE large ) (DRINKTYPE coke ) ) )
3433,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE thin crust ) (TOPPING bacon ) (TOPPING mushroom ) ) )
3434,(ORDER (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (TOPPING olive ) (TOPPING pesto ) ) )
3435,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushroom ) (TOPPING pepperoni ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3436,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING ham ) (TOPPING chicken ) (TOPPING pineapple ) ) )
3437,(ORDER (PIZZAORDER (NUMBER an ) (TOPPING onion ) (TOPPING ham ) (TOPPING tuna ) ) )
3438,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING pepper ) (TOPPING pesto ) (NOT (TOPPING mushroom ) ) ) )
3439,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING tuna ) (TOPPING mushroom ) (NOT (TOPPING bacon ) ) ) )
3440,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE thin crust ) (TOPPING pepper ) (TOPPING sausage ) ) )
3441,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING onion ) (TOPPING pepper ) ) )
3442,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE thin crust cheese ) (TOPPING arugula ) (TOPPING buffalo ) (TOPPING sauce ) ) )
3443,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (TOPPING pepper ) (TOPPING bacon ) (NOT (TOPPING olive ) ) ) )
3444,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING bacon ) (TOPPING tuna ) (TOPPING onion ) ) )
3445,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING sausage ) (TOPPING banana ) (TOPPING pepper ) ) )
3446,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pepperoni ) (TOPPING pineapple ) (NOT (TOPPING tuna ) ) ) )
3447,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING tuna ) (NOT (TOPPING pepper ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3448,(ORDER (PIZZAORDER (NUMBER two ) (STYLE thin crust ) (TOPPING tuna ) (NOT (TOPPING pepperoni ) ) ) )
3449,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING olive ) (TOPPING chicken ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3450,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (STYLE vegan ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE meat lover ) ) )
3451,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING tuna ) (TOPPING onion ) (NOT (TOPPING pepper ) ) ) )
3452,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepper ) (TOPPING onion ) ) (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING pepperoni ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) (DRINKORDER (NUMBER a ) (SIZE small ) (DRINKTYPE dr pepper ) ) (DRINKORDER (NUMBER a ) (SIZE small ) (DRINKTYPE dr pepper ) ) )
3453,(ORDER (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (TOPPING pepperoni ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3454,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (NOT (STYLE thin crust ) ) (TOPPING bacon ) (TOPPING chicken ) ) )
3455,(ORDER (PIZZAORDER (NUMBER an ) (SIZE large ) (TOPPING pepperoni ) (TOPPING pineapple ) ) (DRINKORDER (NUMBER a ) (SIZE medium ) (DRINKTYPE dr pepper ) ) )
3456,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING mushroom ) (TOPPING pesto ) (NOT (TOPPING pepperoni ) ) ) )
3457,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING salami ) (TOPPING onion ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) (DRINKORDER (NUMBER a ) (SIZE small ) (DRINKTYPE mountain dew ) ) )
3458,(ORDER (PIZZAORDER (NUMBER five ) (SIZE small ) (TOPPING sausage ) ) )
3459,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING sausage ) (TOPPING mushroom ) (NOT (TOPPING pepperoni ) ) ) )
3460,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE thin crust ) (TOPPING onion ) (TOPPING ham ) ) )
3461,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pepperoni ) (TOPPING sausage ) (NOT (TOPPING mushroom ) ) ) )
3462,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) (TOPPING mushroom ) (TOPPING pineapple ) ) )
3463,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING bacon ) (TOPPING mushroom ) (TOPPING olive ) (TOPPING onion ) ) )
3464,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING bacon ) (TOPPING ham ) (TOPPING pesto ) ) )
3465,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING sausage ) (TOPPING mushroom ) (TOPPING green ) (TOPPING pepper ) ) (DRINKORDER (NUMBER a ) (SIZE medium ) (DRINKTYPE sprite ) ) )
3466,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushroom ) (TOPPING pineapple ) (NOT (TOPPING ham ) ) ) )
3467,(ORDER (PIZZAORDER (NUMBER one ) (SIZE extra large ) (TOPPING pepperoni ) (TOPPING italian ) (TOPPING sausage ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3468,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE thin crust ) (TOPPING chicken ) (TOPPING pepper ) ) )
3469,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING onion ) (TOPPING pesto ) (NOT (TOPPING mushroom ) ) ) )
3470,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) (TOPPING roast ) (TOPPING tomato ) (TOPPING ham ) ) )
3471,(ORDER (PIZZAORDER (NUMBER four ) (SIZE large ) (TOPPING mushroom ) (TOPPING basil ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE mountain dew ) ) )
3472,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pepperoni ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3473,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepper ) (TOPPING onion ) (TOPPING olive ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE pepsi ) ) )
3474,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (TOPPING pepper ) (TOPPING bacon ) (NOT (TOPPING olive ) ) ) )
3475,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING onion ) (TOPPING pineapple ) (NOT (TOPPING pesto ) ) ) )
3476,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING pineapple ) (TOPPING bacon ) (TOPPING onion ) ) )
3477,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING mushroom ) (TOPPING sausage ) (NOT (TOPPING pineapple ) ) ) )
3478,(ORDER (PIZZAORDER (NUMBER ten ) (SIZE large ) (TOPPING cheese ) (TOPPING chicken ) ) )
3479,(ORDER (PIZZAORDER (NUMBER three ) (SIZE medium ) (TOPPING roast ) (TOPPING garlic ) ) )
3480,(ORDER (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (TOPPING tuna ) (NOT (TOPPING pepper ) ) ) )
3481,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING bacon ) (TOPPING ham ) (TOPPING onion ) ) )
3482,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (NOT (STYLE thin crust ) ) (TOPPING pepperoni ) (TOPPING onion ) ) )
3483,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING ham ) (TOPPING tuna ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3484,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING pepper ) (TOPPING olive ) (NOT (TOPPING onion ) ) ) )
3485,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pepperoni ) (TOPPING pineapple ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pepperoni ) (TOPPING onion ) (TOPPING bell ) (TOPPING pepper ) ) )
3486,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepperoni ) (TOPPING sausage ) ) (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING hot ) (TOPPING pepper ) (TOPPING green ) (TOPPING pepper ) ) (DRINKORDER (NUMBER four ) (SIZE medium ) (DRINKTYPE coke ) ) (DRINKORDER (NUMBER four ) (SIZE medium ) (DRINKTYPE coke ) ) )
3487,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING mushroom ) ) (DRINKORDER (NUMBER one ) (DRINKTYPE coke ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE dr pepper ) ) )
3488,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING onion ) (TOPPING chicken ) (NOT (TOPPING ham ) ) ) )
3489,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pepperoni ) (TOPPING sausage ) (TOPPING anchovy ) (TOPPING onion ) ) (DRINKORDER (NUMBER two ) (SIZE large ) (DRINKTYPE coke ) ) (DRINKORDER (NUMBER one ) (SIZE large ) (DRINKTYPE sprite ) ) )
3490,(ORDER (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (TOPPING pepper ) (TOPPING chicken ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE pespi ) ) )
3491,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING chicken ) (TOPPING pesto ) (TOPPING tuna ) ) )
3492,(ORDER (PIZZAORDER (NUMBER five ) (SIZE small ) (TOPPING mushroom ) (TOPPING bacon ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE pepsi ) ) )
3493,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING sausage ) (TOPPING pesto ) (NOT (TOPPING pepperoni ) ) ) )
3494,(ORDER (PIZZAORDER (NUMBER a ) (STYLE vegetarian ) (TOPPING pepper ) (TOPPING mushroom ) (COMPLEX_TOPPING (QUANTITY double ) (TOPPING yellow ) ) ) )
3495,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING pepper ) (TOPPING ham ) (TOPPING olive ) ) )
3496,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepperoni ) (TOPPING sausage ) (NOT (TOPPING olive ) ) ) )
3497,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (COMPLEX_TOPPING (QUANTITY just ) (TOPPING cheese ) ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING mushroom ) (TOPPING onion ) ) )
3498,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING chicken ) (NOT (TOPPING olive ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3499,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pesto ) (TOPPING pineapple ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3500,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pineapple ) (NOT (TOPPING pesto ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3501,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING sausage ) (TOPPING ham ) ) (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING pepperoni ) (TOPPING sausage ) ) (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING mushroom ) (TOPPING green ) (TOPPING pepper ) ) )
3502,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING mushroom ) (TOPPING pesto ) (NOT (TOPPING pepperoni ) ) ) )
3503,(ORDER (PIZZAORDER (NUMBER an ) (TOPPING olive ) (TOPPING pepperoni ) (NOT (TOPPING pesto ) ) ) )
3504,(ORDER (PIZZAORDER (NUMBER four ) (SIZE small ) (TOPPING bacon ) (TOPPING ham ) ) )
3505,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) (STYLE thin crust ) (TOPPING pepperoni ) ) (DRINKORDER (NUMBER two ) (SIZE large ) (DRINKTYPE coke ) ) )
3506,(ORDER (PIZZAORDER (NUMBER three ) (TOPPING mushroom ) (TOPPING pepperoni ) (TOPPING ham ) ) )
3507,(ORDER (PIZZAORDER (NUMBER four ) (SIZE small size ) (TOPPING bacon ) (TOPPING ham ) ) )
3508,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pineapple ) (TOPPING ham ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3509,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING pepperoni ) (TOPPING ham ) (NOT (TOPPING onion ) ) ) )
3510,(ORDER (PIZZAORDER (NUMBER four ) (SIZE large ) (TOPPING italian ) (TOPPING sausage ) (TOPPING mushroom ) ) (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING chicken ) (TOPPING bacon ) (TOPPING black ) (TOPPING olive ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE diet coke ) (CONTAINERTYPE bottle ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE diet coke ) (CONTAINERTYPE bottle ) ) )
3511,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING cheese ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE coke ) ) )
3512,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING tuna ) (TOPPING mushroom ) (NOT (TOPPING pepper ) ) ) )
3513,(ORDER )
3514,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING bacon ) (TOPPING pepperoni ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3515,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING chicken ) (NOT (TOPPING olive ) ) (COMPLEX_TOPPING (QUANTITY mediumsize ) (TOPPING bacon ) ) ) )
3516,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepperoni ) (NOT (TOPPING bacon ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3517,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pineapple ) (TOPPING tuna ) (NOT (TOPPING mushroom ) ) ) )
3518,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING mushroom ) (TOPPING bacon ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3519,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING bacon ) (TOPPING chicken ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3520,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING bacon ) (TOPPING sausage ) (TOPPING ham ) ) )
3521,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) (STYLE stuff crust ) (TOPPING pepperoni ) (TOPPING green ) (TOPPING bell ) (TOPPING pepper ) ) )
3522,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepperoni ) (TOPPING sausage ) (TOPPING black ) (TOPPING olive ) (TOPPING onion ) (TOPPING anchovy ) ) (DRINKORDER (NUMBER three ) (SIZE large ) (DRINKTYPE coke ) ) )
3523,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING tuna ) (NOT (TOPPING sausage ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3524,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pepper ) (NOT (TOPPING pesto ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3525,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pepperoni ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3526,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING sausage ) (TOPPING olive ) (TOPPING pineapple ) ) )
3527,(ORDER (PIZZAORDER (NUMBER four ) (SIZE small ) (TOPPING bacon ) (TOPPING ham ) ) )
3528,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING meatball ) (TOPPING basil ) (TOPPING garlic ) (TOPPING powder ) ) )
3529,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING green ) (TOPPING pepper ) (TOPPING onion ) ) )
3530,(ORDER )
3531,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING sausage ) (TOPPING mushroom ) (NOT (TOPPING ham ) ) ) )
3532,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushroom ) (TOPPING tuna ) (NOT (TOPPING pepper ) ) ) )
3533,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE thin crust ) (TOPPING pesto ) (TOPPING ham ) ) )
3534,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING pepperoni ) (TOPPING sausage ) (NOT (TOPPING mushroom ) ) ) )
3535,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushroom ) (NOT (TOPPING sausage ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3536,(ORDER )
3537,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pineapple ) (TOPPING bacon ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3538,(ORDER (PIZZAORDER (NUMBER five ) (SIZE large ) (TOPPING sausage ) (TOPPING bacon ) ) )
3539,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING tuna ) (TOPPING mushroom ) (NOT (TOPPING bacon ) ) ) )
3540,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING chicken ) (NOT (TOPPING olive ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3541,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING ham ) (TOPPING bacon ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING sauce ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING sausage ) (TOPPING anchovy ) ) )
3542,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING bacon ) (TOPPING mushroom ) (TOPPING sausage ) ) )
3543,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING tuna ) (TOPPING olive ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3544,(ORDER (PIZZAORDER (NUMBER five ) (SIZE large ) (TOPPING sausage ) ) )
3545,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING onion ) (TOPPING pepperoni ) (TOPPING sausage ) ) )
3546,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING tuna ) (TOPPING ham ) (NOT (TOPPING chicken ) ) ) )
3547,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING olive ) (TOPPING pepper ) (NOT (TOPPING onion ) ) ) )
3548,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING bacon ) (NOT (TOPPING mushroom ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3549,(ORDER )
3550,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING ham ) (TOPPING pesto ) (NOT (TOPPING onion ) ) ) )
3551,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE thin crust ) (TOPPING onion ) (TOPPING ham ) ) )
3552,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE thin crust ) (TOPPING onion ) (TOPPING chicken ) ) )
3553,(ORDER (PIZZAORDER (NUMBER three ) (SIZE medium ) (TOPPING cheese ) ) (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING pepperoni ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (STYLE vegetarian ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE cocacolas ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE cocacolas ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE cocacolas ) ) )
3554,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE thin crust ) (TOPPING pesto ) (TOPPING ham ) ) )
3555,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING onion ) (TOPPING olive ) (TOPPING sausage ) ) )
3556,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING pepperoni ) (TOPPING ham ) (NOT (TOPPING onion ) ) ) )
3557,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE thin crust ) (TOPPING sausage ) (TOPPING tuna ) ) )
3558,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pineapple ) (TOPPING spinach ) ) )
3559,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING olive ) (TOPPING onion ) (TOPPING pesto ) ) )
3560,(ORDER (PIZZAORDER (NUMBER three ) (SIZE medium ) (TOPPING pepperoni ) (TOPPING ham ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE sprite ) (CONTAINERTYPE can ) ) )
3561,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pesto ) (TOPPING mushroom ) (NOT (TOPPING pineapple ) ) ) )
3562,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (NOT (STYLE thin crust ) ) (TOPPING ham ) (TOPPING pepper ) ) )
3563,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING pineapple ) (TOPPING onion ) (NOT (TOPPING pepperoni ) ) ) )
3564,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (COMPLEX_TOPPING (QUANTITY double ) (TOPPING cheese ) ) ) )
3565,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING arugula ) (TOPPING parmasean ) ) )
3566,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING bacon ) (TOPPING pepper ) (TOPPING mushroom ) ) )
3567,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE combination ) ) (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING salami ) (TOPPING mushroom ) ) (PIZZAORDER (NUMBER two ) (SIZE small ) (TOPPING pepperoni ) ) )
3568,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING chicken ) (TOPPING mushroom ) ) )
3569,(ORDER )
3570,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING sausage ) (NOT (TOPPING pesto ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3571,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE deep dish ) (TOPPING cheese ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE coke ) ) )
3572,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pineapple ) (TOPPING ham ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3573,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING olive ) (TOPPING mushroom ) (TOPPING sauce ) ) )
3574,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING pepperoni ) ) ) )
3575,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING olive ) (TOPPING pineapple ) (TOPPING mushroom ) ) )
3576,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING sausage ) (NOT (TOPPING bacon ) ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3577,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING onion ) (TOPPING tuna ) (TOPPING ham ) ) )
3578,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE thin crust ) (TOPPING pineapple ) (NOT (TOPPING ham ) ) ) )
3579,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING bacon ) (TOPPING chicken ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
3580,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING sausage ) (TOPPING olive ) (TOPPING ham ) ) )
3581,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING italian ) (TOPPING sausage ) (TOPPING pepper ) (TOPPING feta ) (TOPPING green ) (TOPPING olive ) ) (DRINKORDER (NUMBER a ) (SIZE small ) (DRINKTYPE coffee ) ) )
3582,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING mushroom ) (TOPPING pesto ) (NOT (TOPPING pepperoni ) ) ) )
3583,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING red ) (TOPPING pepper ) ) )
3584,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING sausage ) (TOPPING tuna ) (NOT (TOPPING pesto ) ) ) )
3585,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING pesto ) (TOPPING tuna ) (TOPPING mushroom ) ) )
3586,(ORDER (PIZZAORDER (NUMBER a ) (NOT (STYLE thin crust ) ) (TOPPING pineapple ) (TOPPING tuna ) ) )
3587,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING ham ) (TOPPING pepperoni ) (TOPPING tuna ) ) )
3588,(ORDER )
